Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1102,Game_1102,3DS,2011,Shooter,Nintendo,3.16,0.99,1.31,0.11,5.42
1103,Game_1103,PS2,2015,Platform,THQ,0.77,0.57,0.51,1.35,3.2
1104,Game_1104,GBA,2016,Action,Activision,0.45,0.23,0.46,0.88,2.02
1105,Game_1105,3DS,2011,Platform,Electronic Arts,0.27,0.17,0.03,0.28,0.75
1106,Game_1106,Wii,2003,Racing,THQ,1.59,0.33,0.74,0.49,3.15
1107,Game_1107,XOne,1990,Action,Nintendo,0.14,0.05,0.01,0.18,0.39
1108,Game_1108,X360,2014,Platform,Capcom,0.12,0.07,0.05,0.02,0.26
1109,Game_1109,PSP,1992,Simulation,Electronic Arts,1.75,0.98,0.34,0.54,3.6
1110,Game_1110,PS4,1998,Racing,Activision,0.1,0.06,0.02,0.15,0.33
1111,Game_1111,GBA,2005,Racing,Konami Digital Entertainment,2.14,2.16,2.04,3.89,10.22
1112,Game_1112,XOne,2010,Fighting,THQ,0.01,0.01,0.01,0.02,0.05
1113,Game_1113,3DS,2007,Role-Playing,Konami Digital Entertainment,3.45,2.13,1.63,0.73,7.95
1114,Game_1114,GBA,2009,Role-Playing,Sony Computer Entertainment,0.77,0.44,0.31,0.03,1.46
1115,Game_1115,PS2,1992,Racing,Capcom,0.35,0.24,0.17,0.05,0.81
1116,Game_1116,PS4,1994,Racing,Sega,1.22,0.49,0.32,0.18,2.21
1117,Game_1117,DS,2015,Racing,Sega,0.4,0.22,0.12,0.73,1.47
1118,Game_1118,PSP,2016,Racing,Activision,1.89,0.71,0.28,1.19,4.07
1119,Game_1119,X360,1994,Fighting,Ubisoft,0.48,0.39,0.24,0.12,1.23
1120,Game_1120,X360,2006,Shooter,Namco Bandai Games,0.08,0.04,0.03,0.01,0.17
1121,Game_1121,DS,1983,Action,Sega,0.05,0.06,0.05,0.1,0.26
1122,Game_1122,XOne,2013,Fighting,Sony Computer Entertainment,0.06,0.02,0.02,0.03,0.13
1123,Game_1123,GBA,2014,Racing,Konami Digital Entertainment,2.08,2.51,0.84,4.57,10.0
1124,Game_1124,GBA,2014,Simulation,Namco Bandai Games,0.65,0.27,0.38,0.38,1.67
1125,Game_1125,X360,2007,Shooter,Namco Bandai Games,21.26,14.77,5.67,6.44,48.14
1126,Game_1126,PS4,1999,Fighting,Electronic Arts,0.16,0.09,0.02,0.16,0.42
1127,Game_1127,DS,2011,Shooter,Capcom,1.12,0.68,0.46,0.95,3.2
1128,Game_1128,3DS,1996,Sports,Namco Bandai Games,0.11,0.02,0.04,0.02,0.19
1129,Game_1129,3DS,2015,Shooter,Sony Computer Entertainment,0.71,0.39,0.24,2.04,3.39
1130,Game_1130,GBA,2006,Sports,Namco Bandai Games,0.08,0.06,0.02,0.19,0.35
1131,Game_1131,X360,2011,Racing,THQ,0.98,0.72,0.27,0.96,2.94
1132,Game_1132,DS,1990,Misc,Activision,0.11,0.03,0.06,0.08,0.28
1133,Game_1133,3DS,1983,Platform,Electronic Arts,0.38,0.14,0.08,0.07,0.67
1134,Game_1134,PSP,2001,Platform,Sega,0.59,0.37,0.29,0.03,1.28
1135,Game_1135,PSP,2014,Simulation,Konami Digital Entertainment,0.3,0.13,0.15,0.07,0.65
1136,Game_1136,PS2,2013,Racing,Sega,3.36,1.72,1.15,0.13,6.35
1137,Game_1137,X360,2011,Fighting,Electronic Arts,0.21,0.1,0.13,0.24,0.67
1138,Game_1138,Wii,1998,Simulation,Sega,0.16,0.05,0.01,0.05,0.27
1139,Game_1139,DS,1990,Shooter,THQ,0.2,0.04,0.06,0.09,0.4
1140,Game_1140,DS,2012,Shooter,Sega,0.13,0.13,0.03,0.23,0.52
1141,Game_1141,PSP,1998,Adventure,Namco Bandai Games,0.16,0.12,0.01,0.26,0.56
1142,Game_1142,PS4,2010,Role-Playing,Capcom,0.13,0.04,0.01,0.13,0.3
1143,Game_1143,PS4,1998,Action,Konami Digital Entertainment,0.34,0.37,0.29,0.58,1.57
1144,Game_1144,DS,2001,Fighting,Nintendo,5.15,1.9,2.09,0.98,10.13
1145,Game_1145,DS,2000,Shooter,Nintendo,0.49,0.5,0.2,0.27,1.46
1146,Game_1146,Wii,2009,Role-Playing,Nintendo,0.38,0.34,0.07,0.7,1.49
1147,Game_1147,X360,2005,Simulation,Sony Computer Entertainment,1.13,0.74,0.28,0.24,2.39
1148,Game_1148,XOne,2012,Sports,THQ,0.58,0.5,0.16,0.37,1.62
1149,Game_1149,Wii,2009,Racing,Ubisoft,0.26,0.23,0.08,0.32,0.88
1150,Game_1150,GBA,2016,Platform,Sony Computer Entertainment,0.03,0.02,0.01,0.03,0.09
1151,Game_1151,PS2,2002,Racing,Namco Bandai Games,7.33,6.09,0.54,4.17,18.12
1152,Game_1152,DS,2006,Simulation,Konami Digital Entertainment,0.14,0.15,0.13,0.2,0.62
1153,Game_1153,PS4,1997,Sports,Ubisoft,1.08,0.49,0.07,0.69,2.33
1154,Game_1154,PSP,2015,Misc,Electronic Arts,0.94,0.44,0.1,0.5,1.98
1155,Game_1155,X360,1996,Fighting,THQ,2.19,1.31,0.8,0.09,4.27
1156,Game_1156,XOne,2013,Shooter,THQ,0.36,0.22,0.06,0.15,0.79
1157,Game_1157,GBA,1991,Adventure,Capcom,0.01,0.01,0.01,0.04,0.07
1158,Game_1158,Wii,2003,Sports,Nintendo,1.8,0.46,0.24,2.02,4.52
1159,Game_1159,PS2,2000,Misc,Konami Digital Entertainment,0.73,0.38,0.25,0.03,1.3
1160,Game_1160,XOne,2008,Fighting,Sony Computer Entertainment,2.16,1.03,0.72,0.07,3.64
1161,Game_1161,3DS,2014,Simulation,Electronic Arts,4.31,2.77,1.61,2.72,11.42
1162,Game_1162,DS,1986,Fighting,Sega,0.47,0.44,0.28,0.59,1.79
1163,Game_1163,GBA,1994,Role-Playing,THQ,1.55,0.91,0.14,0.89,3.5
1164,Game_1164,XOne,2014,Action,Activision,0.19,0.13,0.02,0.04,0.38
1165,Game_1165,GBA,2000,Simulation,THQ,2.32,0.93,0.33,0.32,3.9
1166,Game_1166,GBA,2003,Simulation,Activision,0.33,0.14,0.07,0.23,0.78
1167,Game_1167,DS,2009,Sports,Capcom,0.34,0.18,0.02,0.3,0.84
1168,Game_1168,PS2,2007,Racing,Sega,2.24,1.1,0.16,1.03,4.53
1169,Game_1169,PS2,1992,Platform,Ubisoft,1.64,0.97,0.38,0.59,3.58
1170,Game_1170,PS4,1998,Fighting,Nintendo,0.2,0.1,0.01,0.12,0.44
1171,Game_1171,X360,2010,Sports,Konami Digital Entertainment,0.05,0.03,0.02,0.07,0.17
1172,Game_1172,DS,1999,Racing,Electronic Arts,1.29,0.89,0.11,1.39,3.68
1173,Game_1173,PS2,1987,Fighting,Activision,4.52,1.76,0.59,5.65,12.51
1174,Game_1174,XOne,2012,Action,Sega,31.96,22.65,2.81,11.5,68.92
1175,Game_1175,PSP,2012,Action,Namco Bandai Games,0.14,0.06,0.02,0.03,0.25
1176,Game_1176,PS4,2006,Sports,Ubisoft,3.22,1.18,0.3,1.45,6.16
1177,Game_1177,Wii,1987,Adventure,Capcom,3.09,2.27,0.36,2.38,8.1
1178,Game_1178,3DS,2013,Action,Nintendo,0.32,0.18,0.1,0.26,0.86
1179,Game_1179,PSP,2010,Adventure,Konami Digital Entertainment,1.6,1.2,0.57,0.56,3.94
1180,Game_1180,XOne,1987,Misc,Electronic Arts,0.65,0.63,0.35,0.26,1.89
1181,Game_1181,X360,1999,Misc,Konami Digital Entertainment,1.99,0.58,0.84,0.61,4.03
1182,Game_1182,PS4,1999,Sports,Electronic Arts,2.61,1.07,0.73,0.81,5.22
1183,Game_1183,GBA,2002,Sports,THQ,3.97,2.2,0.93,0.56,7.66
1184,Game_1184,PS4,2011,Platform,Konami Digital Entertainment,3.1,0.66,0.64,1.56,5.95
1185,Game_1185,DS,1986,Platform,Capcom,1.09,0.34,0.08,0.48,1.99
1186,Game_1186,Wii,2015,Sports,Nintendo,11.61,3.96,1.38,11.42,28.37
1187,Game_1187,PS3,1995,Simulation,Electronic Arts,0.41,0.17,0.19,0.26,1.04
1188,Game_1188,X360,2013,Action,Nintendo,5.62,4.41,3.0,0.25,12.73
1189,Game_1189,PS3,2014,Action,THQ,0.68,0.24,0.18,0.06,1.16
1190,Game_1190,Wii,2011,Action,Electronic Arts,2.49,1.64,1.06,0.83,6.02
1191,Game_1191,PS2,1998,Adventure,THQ,0.54,0.24,0.08,0.34,1.2
1192,Game_1192,PS3,2016,Racing,Nintendo,0.04,0.02,0.01,0.02,0.08
1193,Game_1193,PS3,1988,Sports,THQ,0.31,0.27,0.07,0.56,1.21
1194,Game_1194,3DS,1992,Racing,Sega,82.12,35.49,40.56,18.89,177.07
1195,Game_1195,X360,2009,Simulation,Electronic Arts,0.35,0.19,0.09,0.49,1.12
1196,Game_1196,PS2,2014,Racing,Ubisoft,0.7,0.39,0.51,0.9,2.5
1197,Game_1197,X360,2007,Action,Sega,0.19,0.11,0.08,0.03,0.41
1198,Game_1198,DS,2011,Fighting,Electronic Arts,0.62,0.38,0.03,0.15,1.18
1199,Game_1199,PS4,2015,Platform,Nintendo,2.8,1.02,0.77,0.26,4.85
1200,Game_1200,X360,2005,Action,Konami Digital Entertainment,6.69,6.95,5.89,5.73,25.27
1201,Game_1201,PSP,2002,Racing,Capcom,0.34,0.24,0.23,0.21,1.01
1202,Game_1202,3DS,2014,Shooter,Ubisoft,0.62,0.25,0.34,0.29,1.49
1203,Game_1203,PSP,2015,Fighting,Sega,0.19,0.07,0.06,0.01,0.34
1204,Game_1204,PSP,2002,Role-Playing,Konami Digital Entertainment,0.55,0.15,0.32,0.47,1.49
1205,Game_1205,DS,2006,Sports,Konami Digital Entertainment,0.14,0.17,0.05,0.29,0.64
1206,Game_1206,X360,2000,Adventure,Ubisoft,0.13,0.13,0.03,0.09,0.38
1207,Game_1207,X360,1998,Adventure,Nintendo,0.09,0.06,0.03,0.16,0.34
1208,Game_1208,GBA,2006,Racing,Nintendo,0.13,0.07,0.05,0.13,0.38
1209,Game_1209,PSP,1985,Role-Playing,Sony Computer Entertainment,1.82,0.98,0.53,0.06,3.17
1210,Game_1210,XOne,2008,Adventure,Ubisoft,1.67,1.11,0.41,0.06,3.23
1211,Game_1211,PSP,2007,Fighting,Konami Digital Entertainment,1.37,0.3,0.19,0.51,2.37
1212,Game_1212,XOne,2005,Simulation,Konami Digital Entertainment,0.7,0.75,0.35,0.79,2.59
1213,Game_1213,GBA,2014,Role-Playing,Konami Digital Entertainment,4.17,2.87,0.52,4.46,12.02
1214,Game_1214,PS2,2013,Simulation,Ubisoft,0.11,0.13,0.06,0.09,0.39
1215,Game_1215,PSP,2004,Action,Sony Computer Entertainment,0.56,0.19,0.11,0.15,1.0
1216,Game_1216,PS4,2015,Racing,Konami Digital Entertainment,1.38,0.4,0.44,0.6,2.82
1217,Game_1217,Wii,2010,Simulation,Sega,0.02,0.01,0.01,0.01,0.05
1218,Game_1218,PSP,2000,Shooter,Capcom,0.21,0.22,0.06,0.23,0.72
1219,Game_1219,PS4,2010,Platform,Nintendo,0.12,0.12,0.09,0.17,0.5
1220,Game_1220,X360,1987,Sports,Activision,2.12,1.21,0.62,0.11,4.06
1221,Game_1221,XOne,2012,Adventure,Nintendo,2.04,1.79,0.5,1.28,5.61
1222,Game_1222,PS4,1983,Misc,THQ,0.12,0.08,0.08,0.07,0.34
1223,Game_1223,X360,2015,Adventure,Activision,2.55,0.68,0.8,0.23,4.26
1224,Game_1224,PS4,2002,Platform,Electronic Arts,0.46,0.42,0.2,0.74,1.83
1225,Game_1225,X360,1995,Action,Capcom,0.49,0.14,0.2,0.29,1.11
1226,Game_1226,PS2,1988,Adventure,THQ,0.53,0.16,0.22,0.47,1.38
1227,Game_1227,PSP,1998,Platform,THQ,0.82,0.38,0.45,0.24,1.89
1228,Game_1228,DS,2012,Adventure,Ubisoft,2.86,1.64,0.34,0.53,5.38
1229,Game_1229,PSP,2010,Action,Sony Computer Entertainment,0.08,0.12,0.02,0.19,0.42
1230,Game_1230,GBA,1991,Role-Playing,Sega,2.19,0.69,0.28,1.99,5.15
1231,Game_1231,XOne,2012,Simulation,Sony Computer Entertainment,0.55,0.17,0.11,0.19,1.02
1232,Game_1232,PS2,2014,Action,Activision,0.45,0.1,0.18,0.22,0.95
1233,Game_1233,Wii,2005,Action,Sega,2.29,2.26,0.68,2.09,7.32
1234,Game_1234,PS2,2011,Misc,Sony Computer Entertainment,3.08,1.84,0.78,1.34,7.03
1235,Game_1235,PS3,1989,Adventure,Namco Bandai Games,2.97,1.85,0.93,0.11,5.7
1236,Game_1236,GBA,1982,Role-Playing,Konami Digital Entertainment,0.06,0.04,0.01,0.07,0.17
1237,Game_1237,PSP,2001,Racing,Electronic Arts,0.02,0.0,0.0,0.0,0.03
1238,Game_1238,PS2,2011,Racing,Sony Computer Entertainment,0.34,0.13,0.04,0.75,1.26
1239,Game_1239,PS3,2008,Action,Electronic Arts,0.26,0.1,0.04,0.17,0.57
1240,Game_1240,GBA,1998,Platform,Konami Digital Entertainment,0.18,0.11,0.13,0.1,0.52
1241,Game_1241,PS4,1995,Fighting,Activision,2.78,1.59,1.26,1.94,7.57
1242,Game_1242,GBA,2012,Shooter,Namco Bandai Games,0.26,0.16,0.18,0.31,0.9
1243,Game_1243,DS,1994,Misc,THQ,0.91,0.2,0.37,0.08,1.57
1244,Game_1244,PS3,2011,Racing,Electronic Arts,0.18,0.17,0.14,0.27,0.76
1245,Game_1245,Wii,2008,Simulation,Electronic Arts,0.97,0.51,0.45,0.83,2.75
1246,Game_1246,XOne,2014,Action,Activision,16.05,4.06,1.97,7.16,29.25
1247,Game_1247,PSP,2010,Platform,Capcom,1.56,1.1,0.59,3.84,7.09
1248,Game_1248,PS4,2007,Racing,Activision,2.25,0.72,0.84,2.3,6.11
1249,Game_1249,XOne,2004,Simulation,Capcom,0.09,0.05,0.01,0.03,0.18
1250,Game_1250,DS,2015,Adventure,Nintendo,0.29,0.35,0.15,0.27,1.06
1251,Game_1251,PSP,2012,Sports,THQ,5.16,2.19,0.66,1.8,9.81
1252,Game_1252,PS2,2011,Simulation,Konami Digital Entertainment,2.52,0.57,1.1,0.3,4.49
1253,Game_1253,PSP,2014,Adventure,Sega,0.41,0.29,0.31,0.32,1.33
1254,Game_1254,X360,2002,Shooter,Sony Computer Entertainment,1.54,1.83,1.26,0.62,5.26
1255,Game_1255,PS3,2013,Sports,THQ,3.39,1.5,1.22,0.12,5.98
1256,Game_1256,XOne,2012,Action,Nintendo,0.21,0.08,0.07,0.27,0.63
1257,Game_1257,XOne,2010,Shooter,Electronic Arts,4.94,1.87,1.54,0.17,8.5
1258,Game_1258,3DS,2015,Racing,THQ,77.97,51.96,25.42,15.39,170.74
1259,Game_1259,X360,1998,Fighting,Nintendo,1.8,1.28,1.5,3.66,8.24
1260,Game_1260,X360,2012,Platform,Namco Bandai Games,0.16,0.06,0.05,0.18,0.46
1261,Game_1261,GBA,2008,Role-Playing,Activision,2.26,3.23,0.24,4.09,9.82
1262,Game_1262,3DS,2016,Sports,Namco Bandai Games,0.08,0.07,0.02,0.24,0.41
1263,Game_1263,PS3,2009,Racing,Capcom,0.08,0.04,0.04,0.01,0.17
1264,Game_1264,DS,2012,Role-Playing,Ubisoft,1.2,0.84,0.35,0.17,2.56
1265,Game_1265,PS2,2016,Adventure,Nintendo,0.12,0.04,0.02,0.05,0.22
1266,Game_1266,DS,2005,Platform,Konami Digital Entertainment,1.15,0.28,0.39,0.52,2.34
1267,Game_1267,3DS,2012,Sports,Konami Digital Entertainment,0.19,0.14,0.09,0.16,0.57
1268,Game_1268,Wii,1993,Shooter,Konami Digital Entertainment,0.38,0.19,0.14,0.06,0.77
1269,Game_1269,X360,1984,Simulation,Sony Computer Entertainment,0.14,0.09,0.03,0.04,0.3
1270,Game_1270,GBA,1986,Racing,Activision,1.51,1.39,1.23,2.11,6.24
1271,Game_1271,X360,1997,Adventure,Electronic Arts,1.27,0.22,0.41,0.3,2.21
1272,Game_1272,PS3,2009,Simulation,THQ,0.15,0.19,0.05,0.28,0.67
1273,Game_1273,PS2,2005,Sports,Sega,1.59,0.88,0.3,1.07,3.84
1274,Game_1274,Wii,1986,Action,Konami Digital Entertainment,0.14,0.1,0.09,0.05,0.38
1275,Game_1275,Wii,2007,Fighting,Ubisoft,0.22,0.13,0.21,0.53,1.09
1276,Game_1276,PS4,2008,Role-Playing,Sony Computer Entertainment,1.03,0.63,0.18,0.04,1.88
1277,Game_1277,PS2,1993,Fighting,Nintendo,1.25,0.87,0.56,0.26,2.94
1278,Game_1278,Wii,2009,Sports,Sega,0.12,0.15,0.04,0.18,0.49
1279,Game_1279,3DS,2012,Racing,THQ,0.05,0.03,0.02,0.0,0.11
1280,Game_1280,X360,2005,Role-Playing,Namco Bandai Games,0.66,0.39,0.33,0.3,1.68
1281,Game_1281,XOne,2009,Misc,Electronic Arts,1.13,0.71,1.04,2.26,5.15
1282,Game_1282,X360,2001,Adventure,Ubisoft,1.16,0.59,0.44,0.04,2.19
1283,Game_1283,PS4,2013,Misc,Namco Bandai Games,0.89,0.56,0.43,0.04,1.81
1284,Game_1284,PS3,2014,Simulation,THQ,1.71,2.04,0.91,1.86,6.52
1285,Game_1285,Wii,2015,Adventure,THQ,0.29,0.12,0.05,0.26,0.72
1286,Game_1286,GBA,2008,Fighting,Capcom,0.24,0.13,0.07,0.02,0.47
1287,Game_1287,PSP,2013,Platform,Konami Digital Entertainment,1.66,0.81,0.29,2.0,4.76
1288,Game_1288,XOne,2007,Sports,Activision,0.2,0.05,0.08,0.08,0.41
1289,Game_1289,PS4,2010,Role-Playing,Sega,0.15,0.12,0.04,0.05,0.36
1290,Game_1290,PSP,2013,Role-Playing,Ubisoft,0.33,0.1,0.05,0.47,0.95
1291,Game_1291,PS4,2012,Adventure,Activision,1.62,1.19,0.12,2.1,5.04
1292,Game_1292,PS4,2006,Adventure,Namco Bandai Games,0.5,0.3,0.2,0.15,1.15
1293,Game_1293,Wii,2012,Action,Electronic Arts,0.7,0.35,0.05,0.26,1.36
1294,Game_1294,PS2,2013,Simulation,Nintendo,1.64,0.61,0.28,1.01,3.54
1295,Game_1295,PSP,2001,Sports,Activision,1.87,0.79,0.31,1.02,3.99
1296,Game_1296,Wii,1994,Adventure,Capcom,0.01,0.01,0.0,0.0,0.02
1297,Game_1297,PS2,2008,Platform,Capcom,0.34,0.22,0.04,0.2,0.79
1298,Game_1298,DS,2011,Sports,Capcom,85.85,49.33,4.93,5.3,145.4
1299,Game_1299,Wii,2004,Sports,Namco Bandai Games,0.08,0.02,0.03,0.05,0.17
1300,Game_1300,PSP,2010,Misc,Electronic Arts,0.09,0.04,0.02,0.02,0.16
1301,Game_1301,GBA,1999,Fighting,Namco Bandai Games,0.53,0.13,0.22,0.12,1.0
1302,Game_1302,PS3,2015,Fighting,Konami Digital Entertainment,0.02,0.02,0.02,0.02,0.08
1303,Game_1303,X360,1995,Fighting,Sony Computer Entertainment,5.46,3.48,2.03,0.22,10.83
1304,Game_1304,PS3,2015,Simulation,Sony Computer Entertainment,1.96,0.96,1.12,0.58,4.62
1305,Game_1305,XOne,2008,Misc,Nintendo,0.28,0.36,0.11,0.55,1.29
1306,Game_1306,PSP,2008,Fighting,Electronic Arts,1.02,0.44,0.41,0.03,1.73
1307,Game_1307,X360,2016,Racing,Electronic Arts,1.41,1.2,0.08,0.76,3.45
1308,Game_1308,XOne,2000,Simulation,Namco Bandai Games,0.6,0.74,0.64,0.86,2.84
1309,Game_1309,X360,2014,Racing,THQ,1.81,0.98,0.92,0.92,4.64
1310,Game_1310,PS2,2006,Racing,Sega,0.02,0.01,0.01,0.01,0.04
1311,Game_1311,PSP,2010,Role-Playing,Ubisoft,4.1,2.15,1.18,0.14,7.13
1312,Game_1312,PSP,2000,Shooter,THQ,0.68,0.43,0.26,0.3,1.67
1313,Game_1313,PS3,1998,Adventure,Sega,5.9,2.37,0.28,3.09,11.64
1314,Game_1314,Wii,2008,Shooter,Electronic Arts,0.19,0.07,0.04,0.11,0.42
1315,Game_1315,Wii,2005,Action,Capcom,0.13,0.1,0.07,0.13,0.43
1316,Game_1316,GBA,2005,Fighting,Sony Computer Entertainment,0.13,0.06,0.05,0.09,0.33
1317,Game_1317,PS3,2010,Action,Electronic Arts,0.03,0.03,0.01,0.05,0.12
1318,Game_1318,PSP,2010,Racing,Nintendo,0.67,1.13,0.58,0.88,3.26
1319,Game_1319,XOne,2009,Sports,Nintendo,11.51,3.05,3.15,1.56,19.27
1320,Game_1320,Wii,2004,Role-Playing,Sega,1.6,1.69,0.97,2.19,6.44
1321,Game_1321,3DS,2007,Platform,Nintendo,0.57,0.37,0.25,0.07,1.27
1322,Game_1322,PS4,2006,Role-Playing,Ubisoft,1.89,0.7,0.63,1.61,4.82
1323,Game_1323,XOne,2005,Simulation,Konami Digital Entertainment,0.2,0.07,0.07,0.2,0.54
1324,Game_1324,PS3,2013,Shooter,Sony Computer Entertainment,0.12,0.03,0.03,0.04,0.22
1325,Game_1325,XOne,2001,Platform,Sega,0.12,0.05,0.02,0.11,0.3
1326,Game_1326,PS3,1989,Misc,Capcom,0.7,0.38,0.22,0.5,1.8
1327,Game_1327,3DS,2003,Action,THQ,0.27,0.13,0.02,0.61,1.03
1328,Game_1328,PS3,2003,Racing,Electronic Arts,1.04,1.61,0.36,2.0,5.01
1329,Game_1329,DS,2015,Racing,Konami Digital Entertainment,0.14,0.07,0.02,0.05,0.28
1330,Game_1330,DS,2014,Role-Playing,Sega,2.56,1.37,0.98,0.33,5.24
1331,Game_1331,Wii,2005,Misc,Electronic Arts,0.22,0.17,0.1,0.02,0.51
1332,Game_1332,DS,2009,Role-Playing,Electronic Arts,0.47,0.17,0.08,0.25,0.98
1333,Game_1333,XOne,1997,Platform,Konami Digital Entertainment,12.86,3.7,2.0,6.36,24.91
1334,Game_1334,DS,2006,Simulation,Namco Bandai Games,1.56,0.74,0.59,0.11,3.0
1335,Game_1335,PS2,2001,Fighting,THQ,0.07,0.03,0.01,0.06,0.18
1336,Game_1336,Wii,2016,Adventure,Konami Digital Entertainment,0.56,0.73,0.55,0.51,2.35
1337,Game_1337,XOne,2000,Racing,Capcom,0.68,0.75,0.14,0.74,2.32
1338,Game_1338,PS2,1996,Role-Playing,THQ,1.59,1.09,0.92,0.33,3.93
1339,Game_1339,DS,1990,Fighting,Capcom,0.28,0.17,0.2,0.15,0.8
1340,Game_1340,3DS,1990,Role-Playing,Electronic Arts,0.05,0.02,0.01,0.02,0.1
1341,Game_1341,GBA,2003,Action,Capcom,0.3,0.32,0.07,0.57,1.27
1342,Game_1342,PSP,2006,Platform,Activision,0.21,0.12,0.06,0.01,0.4
1343,Game_1343,PSP,1994,Misc,Nintendo,0.11,0.13,0.01,0.22,0.47
1344,Game_1344,3DS,1987,Sports,Sega,0.11,0.03,0.02,0.04,0.2
1345,Game_1345,XOne,2015,Sports,Nintendo,1.36,1.17,0.38,2.0,4.91
1346,Game_1346,PS2,2016,Platform,Capcom,0.22,0.04,0.08,0.03,0.38
1347,Game_1347,Wii,2000,Racing,Activision,1.0,1.16,0.25,1.83,4.23
1348,Game_1348,PS3,2012,Platform,Ubisoft,6.3,4.02,3.81,5.9,20.02
1349,Game_1349,PS4,2016,Adventure,Ubisoft,0.53,0.44,0.19,0.18,1.33
1350,Game_1350,Wii,2005,Action,THQ,1.93,1.79,0.79,1.64,6.15
1351,Game_1351,DS,2000,Platform,Sony Computer Entertainment,0.22,0.16,0.11,0.01,0.49
1352,Game_1352,XOne,2016,Action,Electronic Arts,0.38,0.24,0.11,0.41,1.14
1353,Game_1353,DS,2001,Action,Sony Computer Entertainment,0.01,0.0,0.0,0.0,0.01
1354,Game_1354,3DS,2006,Shooter,Activision,1.32,0.71,0.2,0.33,2.57
1355,Game_1355,DS,2014,Shooter,Konami Digital Entertainment,16.03,4.32,7.34,10.64,38.34
1356,Game_1356,XOne,2006,Simulation,Nintendo,1.82,0.69,0.98,0.55,4.04
1357,Game_1357,X360,2008,Action,Activision,4.29,1.11,0.61,4.03,10.04
1358,Game_1358,GBA,2014,Role-Playing,Electronic Arts,0.29,0.3,0.19,0.13,0.91
1359,Game_1359,3DS,2010,Misc,Ubisoft,0.09,0.06,0.02,0.06,0.23
1360,Game_1360,PSP,2012,Role-Playing,THQ,0.58,0.74,0.13,0.95,2.4
1361,Game_1361,PS4,1990,Sports,Sony Computer Entertainment,0.08,0.04,0.02,0.06,0.21
1362,Game_1362,PSP,2010,Platform,Activision,0.11,0.07,0.03,0.21,0.43
1363,Game_1363,PS4,2008,Fighting,Sony Computer Entertainment,0.38,0.24,0.03,0.61,1.27
1364,Game_1364,DS,2006,Racing,Sega,2.54,2.83,2.21,4.7,12.28
1365,Game_1365,XOne,2015,Action,THQ,0.65,0.45,0.25,0.09,1.44
1366,Game_1366,PSP,1996,Adventure,Electronic Arts,0.21,0.14,0.15,0.13,0.64
1367,Game_1367,PS2,2011,Shooter,THQ,0.12,0.17,0.01,0.24,0.53
1368,Game_1368,3DS,2015,Adventure,Activision,1.62,0.55,0.4,2.84,5.41
1369,Game_1369,3DS,1993,Sports,Sony Computer Entertainment,0.23,0.09,0.06,0.07,0.45
1370,Game_1370,XOne,2006,Misc,Sega,3.83,1.65,1.1,2.48,9.06
1371,Game_1371,PS2,2009,Racing,Nintendo,2.5,2.89,1.36,1.88,8.63
1372,Game_1372,Wii,2016,Racing,Activision,1.17,0.45,0.4,0.13,2.15
1373,Game_1373,PSP,2014,Racing,Sony Computer Entertainment,0.33,0.31,0.1,0.29,1.04
1374,Game_1374,PS3,1981,Fighting,THQ,3.19,1.03,1.31,2.62,8.14
1375,Game_1375,Wii,2011,Fighting,Electronic Arts,4.08,2.03,0.62,2.35,9.08
1376,Game_1376,Wii,2002,Shooter,THQ,0.1,0.07,0.03,0.03,0.24
1377,Game_1377,PS3,1991,Action,Activision,0.28,0.36,0.28,0.38,1.3
1378,Game_1378,PSP,2004,Sports,Capcom,0.61,0.2,0.12,0.21,1.14
1379,Game_1379,XOne,2015,Platform,Ubisoft,0.47,0.09,0.15,0.14,0.84
1380,Game_1380,PS2,2005,Racing,Sony Computer Entertainment,0.08,0.09,0.04,0.08,0.29
1381,Game_1381,DS,2007,Shooter,Capcom,1.98,0.98,0.66,0.51,4.13
1382,Game_1382,Wii,1990,Simulation,Capcom,0.25,0.23,0.2,0.2,0.88
1383,Game_1383,PS3,2003,Platform,THQ,4.84,3.54,2.07,8.46,18.91
1384,Game_1384,XOne,2006,Role-Playing,Ubisoft,0.6,0.34,0.24,1.18,2.35
1385,Game_1385,XOne,1999,Simulation,Ubisoft,1.03,0.44,0.13,0.32,1.92
1386,Game_1386,DS,2006,Racing,Activision,0.9,0.89,0.32,0.5,2.61
1387,Game_1387,PS4,2012,Role-Playing,Electronic Arts,0.24,0.18,0.07,0.3,0.79
1388,Game_1388,X360,2010,Fighting,Activision,0.02,0.01,0.0,0.0,0.03
1389,Game_1389,PS4,2000,Misc,Konami Digital Entertainment,0.11,0.05,0.05,0.06,0.27
1390,Game_1390,3DS,2013,Adventure,Electronic Arts,1.61,0.61,0.45,0.23,2.91
1391,Game_1391,3DS,1993,Simulation,Sony Computer Entertainment,0.39,0.11,0.05,0.15,0.69
1392,Game_1392,XOne,1995,Misc,Namco Bandai Games,1.24,0.62,0.61,0.1,2.57
1393,Game_1393,PS4,2008,Misc,Nintendo,0.27,0.18,0.03,0.37,0.86
1394,Game_1394,PSP,2013,Adventure,Activision,11.58,2.95,4.44,0.93,19.9
